"id","diem_doi","hinh_anh_url","ten_dich_vu"
"1","300","https://upload.wikimedia.org/wikipedia/commons/0/09/Popcorn02.jpg","Bắp Thường"
"2","350","https://static.wixstatic.com/media/35f3d9_5b91c3b320af4d96b9ee85b67332965b~mv2.jpg/v1/fill/w_560,h_352,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg","Bắp Phô Mai"
"3","350","https://cdn.eva.vn//upload/3-2013/images/2013-09-30/1380527354-8.jpg","Bắp Caramel"
"4","200","https://img.asmedia.epimg.net/resizer/v2/DSWLWJ7BVJD25JQT7YTRI63ES4.jpg?auth=e5ecd62e9d7c277d574a06940a3e8a964507e07307948442af52764f398bbdcd&width=1200&height=1200&smart=true","Coca Cola"
"5","200","https://ktmt.vnmediacdn.com/images/2022/05/09/13-1652060192-anh-1.jpg","Pepsi"
"6","250","https://lh5.googleusercontent.com/proxy/-apuGHWEhvIvc8ZMzVzzIg6-1FChCdgW2Co60VNUmobF2KbUcMirFO_9MwLcAVH2j2E7yoZJ5UA0Zbigztvv3BnXRwghJvXOyCTn6QrE_Q-nQci9lkFD5lyS","Milo"
"7","200","https://as2.ftcdn.net/v2/jpg/18/67/70/11/1000_F_1867701190_YKrzqXvOQFFTBzdHcjc3LgszTF7vK3XA.jpg","Sprite"
"8","200","https://c8.alamy.com/comp/2PPH09C/can-of-7-up-drink-in-crashed-ice-2PPH09C.jpg","7Up"
"9","450","https://media.istockphoto.com/id/681903568/vi/anh/b%E1%BB%8Fng-ng%C3%B4-trong-h%E1%BB%99p-v%E1%BB%9Bi-cola.jpg?s=612x612&w=0&k=20&c=K3GZEiD0fB31ufVuEkJZsxOt8ZTm5YaMMr7Eh2-rKjI=","Combo Solo (1 Bắp + 1 Nước)"
"10","750","https://static.wixstatic.com/media/45c4d7_e4d4d8f5f94d41e38007ca35573dd15a~mv2.jpg/v1/fill/w_480,h_480,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/45c4d7_e4d4d8f5f94d41e38007ca35573dd15a~mv2.jpg","Combo Couple (1 Bắp Phô Mai + 2 Nước)"
"id","danh_sach_dich_vu","danh_sach_ghe","email_khach_hang","sdt_khach_hang","thoi_gian_tao","tong_diem_su_dung","tong_tien","tong_tien_goc","trang_thai_thanh_toan","khuyen_mai_id","nguoi_dung_id"
"id","loai_ghe","phien_ban","phien_giao_dich","thoi_gian_het_han_giu_cho","trang_thai","don_hang_id","suat_chieu_id"
"39","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"40","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"41","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"42","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"43","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"44","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"45","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"46","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"47","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"48","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"49","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"50","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"51","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"52","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"53","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"54","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"55","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"56","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"57","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"58","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"59","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"60","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"61","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"62","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"63","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"64","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"65","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"66","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"67","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"68","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"69","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"70","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"71","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"72","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"73","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"74","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"75","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"76","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"77","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"78","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"79","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"80","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"81","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"82","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"83","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"84","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"85","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"86","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"87","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"88","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"89","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"90","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"91","SWEETBOX","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"92","SWEETBOX","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"93","SWEETBOX","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"94","SWEETBOX","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"95","SWEETBOX","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"1"
"96","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"97","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"98","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"99","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"100","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"101","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"102","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"103","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"104","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"105","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"106","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"107","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"108","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"109","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"110","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"111","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"112","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"113","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"114","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"115","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"116","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"117","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"118","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"119","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"120","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"121","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"122","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"123","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"124","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"125","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"126","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"127","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"128","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"129","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"130","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"131","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"132","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"133","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"134","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"135","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"136","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"137","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"138","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"139","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"140","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"141","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"142","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"143","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"144","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"145","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"146","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"147","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"148","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"149","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"150","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"151","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"152","SWEETBOX","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"153","SWEETBOX","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"154","SWEETBOX","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"155","SWEETBOX","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"2"
"156","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"157","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"158","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"159","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"160","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"161","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"162","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"163","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"164","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"165","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"166","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"167","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"168","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"169","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"170","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"171","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"172","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"173","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"174","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"175","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"176","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"177","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"178","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"179","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"180","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"181","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"182","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"183","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"184","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"185","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"186","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"187","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"188","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"189","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"190","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"191","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"192","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"193","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"194","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"195","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"196","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"197","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"198","SWEETBOX","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"199","SWEETBOX","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"200","SWEETBOX","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"3"
"id","da_su_dung","danh_cho_thanh_vien_moi","gia_tri","gioi_han_su_dung","loai","ma_khuyen_mai","max_giam_gia","ngay_het_han","phien_ban"
"1","0","1","50000","10000000","FLAT","WELCOME",NULL,"2026-12-31 16:59:59.000000","0"
"id","diem_tich_luy","email","ho_ten","mat_khau","ngay_sinh","phien_ban","so_dien_thoai","vai_tro"
"1","0","admin@starview.com","Admin Account","$2a$10$B/.cgFH9p9SFkXpBOgDdB.7IaoAh7sAfdYogBwOqhaq7KxEYrdkW.",NULL,"0",NULL,"ADMIN"
"2","0","staff@starview.com","Staff Account","$2a$10$DCum5SluJlG0CX.HPfd8d.8UsyUKcTJciTGMYOfVGQAtBGBnx6Wqa",NULL,"0",NULL,"STAFF"
"3","1500","member@starview.com","VIP Member","$2a$10$IP9Gjld3577tlf3evkfPneUmCiCFA/dzdN38QUhPbYDx3hEcgmi0a",NULL,"0",NULL,"MEMBER"
"id","danh_gia","gia_goc","is_active","mo_ta","poster_url","ten_phim","the_loai","thoi_luong_phut","trailer_url"
"1","8.8","120000","1","Mô tả Placeholder","https://image.tmdb.org/t/p/w500/8QdnKQyZDlN6rBSrfU1V5PctfUu.jpg","Dune: Hành Tinh Cát - Phần 2","Viễn tưởng, Hành động","166","https://www.youtube.com/watch?v=Way9Dexny3w"
"2","7.5","100000","1","Mô tả Placeholder","https://image.tmdb.org/t/p/w500/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg","Kung Fu Panda 4","Hoạt hình, Hài hước","94","https://www.youtube.com/watch?v=_inKs4eeHiI"
"3","6.9","110000","1","Mô tả Placeholder","https://image.tmdb.org/t/p/w500/lTpnAtn1hWXDLxEmkD28l6UyPlF.jpg","Godzilla x Kong: Đế Chế Mới","Hành động, Phiêu lưu","115","https://www.youtube.com/watch?v=qqrpMRDuPfc"
"4","6.9","120000","1","Mô tả Placeholder","https://image.tmdb.org/t/p/w500/nMp4tu8XuVG3CSWdXTFiHLdngnc.jpg","The Batman","Hành động, Hình sự","176","https://www.youtube.com/watch?v=mqqft2x_Aa4"
"5","8.1","120000","1","Mô tả Placeholder","https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg","Oppenheimer","Lịch sử, Chính kịch","180","https://www.youtube.com/watch?v=uYPbbksJxIg"
"6","7.6","11000","1","Mô tả Placeholder","https://image.tmdb.org/t/p/w500/enAODUiL6eMpKaYPH2BEStVafQ2.jpg","Exhuma: Quật Mộ Trùng Ma","Hành động, Hình sự","134","https://www.youtube.com/watch?v=7LH-TIcPqks"
"7","7.4","110000","1","Mô tả Placeholder","https://image.tmdb.org/t/p/w500/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg","Civil War: Ngày Tàn Của Đế Quốc","Hành động, Chiến tranh","109","https://www.youtube.com/watch?v=aDyQxtg0V2w"
"8","8","100000","1","Mô tả Placeholder","https://image.tmdb.org/t/p/w500/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg","Inside Out 2: Những Mảnh Ghép Cảm Xúc","Hoạt hình, Gia đình","100","https://www.youtube.com/watch?v=LEjhY15eCx0"
"9","0","50000","1","Mô tả Placeholder","https://image.tmdb.org/t/p/w500/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg","Hidden Movie","Hidden","10","https://www.youtube.com/"
"id","loai_phong","phu_thu","ten_phong","tong_so_ghe"
"1","2D","0","Phòng 1","100"
"2","IMAX","30000","Phòng 2","64"
"3","VIP","50000","Phòng VIP","48"
"id","he_so_gia","thoi_gian_chieu","phim_id","phong_chieu_id"
"1","1","2026-04-14 11:30:00.000000","1","1"
"2","1.2","2026-04-15 13:00:00.000000","1","2"
"3","1","2026-04-14 12:15:00.000000","2","3"
