"id","loai_ghe","phien_ban","phien_giao_dich","thoi_gian_het_han_giu_cho","trang_thai","don_hang_id","suat_chieu_id"
"289","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"4"
"290","VIP","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"4"
"291","SWEETBOX","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"4"
"292","SWEETBOX","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"4"
"293","SWEETBOX","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"4"
"294","SWEETBOX","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"4"
"295","SWEETBOX","1",NULL,"2026-04-14 11:30:00.000000","TRONG",NULL,"4"
"296","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"297","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"298","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"299","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"300","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"301","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"302","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"303","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"304","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"305","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"306","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"307","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"308","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"309","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"310","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"311","THUONG","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"312","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"313","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"314","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"315","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"316","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"317","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"318","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"319","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"320","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"321","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"322","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"323","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"324","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"325","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"326","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"327","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"328","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"329","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"330","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"331","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"332","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"333","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"334","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"335","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"336","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"337","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"338","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"339","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"340","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"341","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"342","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"343","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"344","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"345","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"346","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"347","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"348","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"349","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"350","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"351","VIP","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"352","SWEETBOX","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"353","SWEETBOX","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"354","SWEETBOX","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"355","SWEETBOX","1",NULL,"2026-04-15 13:00:00.000000","TRONG",NULL,"5"
"356","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"357","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"358","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"359","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"360","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"361","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"362","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"363","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"364","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"365","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"366","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"367","THUONG","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"368","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"369","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"370","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"371","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"372","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"373","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"374","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"375","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"376","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"377","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"378","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"379","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"380","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"381","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"382","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"383","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"384","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"385","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"386","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"387","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"388","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"389","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"390","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"391","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"392","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"393","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"394","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"395","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"396","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"397","VIP","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"398","SWEETBOX","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"399","SWEETBOX","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
"400","SWEETBOX","1",NULL,"2026-04-14 12:15:00.000000","TRONG",NULL,"6"
